"","name","domain","year founded","industry","size range","locality","country","linkedin url","current employee estimate","total employee estimate"
"2083520","parker hannifin","parker.com","1918.0","mechanical or industrial engineering","10001+","cleveland, ohio, united states","united states","linkedin.com/company/parker-hannifin","10041","24609"
"3032648","advocare","advocare.com","1993.0","health, wellness and fitness","10001+","plano, texas, united states","united states","linkedin.com/company/advocare","10031","11457"
"6373732","the world bank","worldbank.org","1944.0","international trade and development","10001+","washington, district of columbia, united states","united states","linkedin.com/company/the-world-bank","10027","27371"
"4360104","d&d social networks sourcing","","","outsourcing/offshoring","10001+","","","linkedin.com/company/d&d-social-networks-sourcing","10017","10072"
"2110058","royal mail","royalmailgroup.com","1840.0","logistics and supply chain","10001+","london, greater london, united kingdom","united kingdom","linkedin.com/company/royal-mail","10013","21298"
"6756551","petronas","petronas.com","1974.0","oil & energy","10001+","kuala lumpur, kuala lumpur, malaysia","malaysia","linkedin.com/company/petronas","10013","17359"
"3633097","fairfax county public schools","fcps.edu","","primary/secondary education","10001+","falls church, virginia, united states","united states","linkedin.com/company/fairfax-county-public-schools","10012","15882"
"3244557","procter & gamble","","1837.0","consumer goods","10001+","cincinnati, ohio, united states","united states","linkedin.com/company/procter-&-gamble","10005","23502"
"3126019","us forest service","fs.fed.us","1905.0","government administration","10001+","washington, district of columbia, united states","united states","linkedin.com/company/usda-forest-service","9989","22888"
"4802820","autonomo","santiroman.es","","photography","10001+","","","linkedin.com/company/autonomo_5","9985","11124"
"3734936","wns global services","wns.com","1996.0","outsourcing/offshoring","10001+","bombay, maharashtra, india","india","linkedin.com/company/wns-global-services","9977","25265"
"6884240","victoria's secret","victoriassecret.com","1977.0","retail","10001+","reynoldsburg, ohio, united states","united states","linkedin.com/company/victoria's-secret","9975","45297"
"3558746","mastercard","mastercard.com","1966.0","information technology and services","10001+","purchase, new york, united states","united states","linkedin.com/company/mastercard","9974","18900"
"2052845","volvo car group","volvocars.com","1927.0","automotive","10001+","göteborg, vaestra goetaland, sweden","sweden","linkedin.com/company/volvocars","9966","20232"
"5855648","stantec","stantec.com","1954.0","design","10001+","edmonton, alberta, canada","canada","linkedin.com/company/stantec","9960","20486"
"1109013","everis","everis.com","1996.0","management consulting","10001+","madrid, madrid, spain","spain","linkedin.com/company/everis","9950","25566"
"493598","scania","scania.com","","automotive","10001+","ase, vasternorrlands lan, sweden","sweden","linkedin.com/company/scania","9938","20372"
"5465929","waste management","wm.com","1894.0","environmental services","10001+","houston, texas, united states","united states","linkedin.com/company/waste-management","9927","22827"
"1031770","machine vibration engineers","","","mechanical or industrial engineering","10001+","","","linkedin.com/company/machine-vibration-engineers","9918","10019"
"2977235","massachusetts general hospital","massgeneral.org","1811.0","hospital & health care","10001+","boston, massachusetts, united states","united states","linkedin.com/company/massachusetts-general-hospital","9910","25404"
"138946","solvay","solvay.com","","chemicals","10001+","brussels, brussels hoofdstedelijk gewest, belgium","belgium","linkedin.com/company/solvay","9890","24215"
"5536715","aucune","ecoledesparents.be","","non-profit organization management","10001+","","","linkedin.com/company/aucune","9878","11903"
"5765864","world vision","wvi.org","1950.0","non-profit organization management","10001+","monrovia, california, united states","united states","linkedin.com/company/world-vision","9868","22350"
"6265861","syntel","syntelinc.com","1980.0","information technology and services","10001+","troy, michigan, united states","united states","linkedin.com/company/syntel","9868","25145"
"2637067","northwell health","northwell.edu","1997.0","hospital & health care","10001+","lake success, new york, united states","united states","linkedin.com/company/northwell-health","9866","15987"
"1895646","hyatt hotels corporation","hyatt.com","1957.0","hospitality","10001+","chicago, illinois, united states","united states","linkedin.com/company/hyatt","9863","26029"
"2304904","alcon, a novartis company","alcon.com","1945.0","pharmaceuticals","10001+","fort worth, texas, united states","united states","linkedin.com/company/alcon","9861","21544"
"6073913","cis","","","information technology and services","10001+","","","linkedin.com/company/cis.","9858","11756"
"2452260","allergan","allergan.com","1948.0","pharmaceuticals","10001+","coolock, leinster, ireland","ireland","linkedin.com/company/allergan","9852","22949"
"4913277","bechtel corporation","bechtel.com","1898.0","construction","10001+","san francisco, california, united states","united states","linkedin.com/company/bechtel-corporation","9846","31670"
"6188536","idol image consulting","idol-image.com","2010.0","management consulting","10001+","","","linkedin.com/company/idol-image-consulting","9839","9918"
"5803362","kpn","kpn.com","1989.0","telecommunications","10001+","the hague, zuid-holland, netherlands","netherlands","linkedin.com/company/kpn","9838","47611"
"4311471","pacific gas and electric company","pge.com","","utilities","10001+","san francisco, california, united states","united states","linkedin.com/company/pacific-gas-and-electric-company","9807","17240"
"1002181","prosegur","prosegur.com","1976.0","security and investigations","10001+","madrid, madrid, spain","spain","linkedin.com/company/prosegur","9794","19705"
"532867","home depot","","","construction","10001+","","","linkedin.com/company/home-depot-at-home-services","9756","19207"
"6617185","me","excellent-solutions.be","","computer software","10001+","","","linkedin.com/company/me_2","9709","10184"
"4206001","ingram micro","ingrammicro.com","1979.0","information technology and services","10001+","irvine, california, united states","united states","linkedin.com/company/ingram-micro","9705","26586"
"1233791","nxp semiconductors","nxp.com","2006.0","semiconductors","10001+","brabant, west virginia, united states","united states","linkedin.com/company/nxp-semiconductors","9686","24318"
"1099470","me stesso","mlc.com.au","","entertainment","10001+","","","linkedin.com/company/me-stesso","9675","10844"
"343531","emerson","","1890.0","mechanical or industrial engineering","10001+","st. louis, missouri, united states","united states","linkedin.com/company/emerson","9663","23029"
"3049663","fedex ground","","","package/freight delivery","10001+","","","linkedin.com/company/fedex-ground","9638","21172"
"6183710","dollar general","dollargeneral.com","1939.0","retail","10001+","goodlettsville, tennessee, united states","united states","linkedin.com/company/dollar-general","9633","23502"
"708000","cornell university","cornell.edu","","higher education","10001+","ithaca, new york, united states","united states","linkedin.com/company/cornell-university","9628","32038"
"2964736","dhl supply chain","","1969.0","logistics and supply chain","10001+","bonn, nordrhein-westfalen, germany","germany","linkedin.com/company/dhl-supply-chain","9617","22195"
"780073","arup","arup.com","1946.0","design","10001+","london, london, united kingdom","united kingdom","linkedin.com/company/arup","9617","21050"
"4358858","british army","mod.uk","","military","10001+","andover, hampshire, united kingdom","united kingdom","linkedin.com/company/british-army","9608","36729"
"3701120","macquarie group","macquarie.com","1969.0","financial services","10001+","sydney, new south wales, australia","australia","linkedin.com/company/macquariegroup","9598","29378"
"4539047","msd","msd.com","","pharmaceuticals","10001+","kenilworth, new jersey, united states","united states","linkedin.com/company/msd-global","9583","19306"
"1781799","aurora health care","aurorahealthcare.org","","hospital & health care","10001+","milwaukee, wisconsin, united states","united states","linkedin.com/company/aurora-health-care","9582","15100"
"3605746","panera bread","panerapeople.com","1981.0","restaurants","10001+","st. louis, missouri, united states","united states","linkedin.com/company/panera-bread","9563","31215"
"99223","idea cellular ltd","ideacellular.com","1995.0","telecommunications","10001+","bombay, maharashtra, india","india","linkedin.com/company/idea-cellular-ltd","9546","19749"
"6154661","massachusetts institute of technology (mit)","mit.edu","1861.0","higher education","10001+","cambridge, massachusetts, united states","united states","linkedin.com/company/mit","9539","31942"
"3278833","danske bank","danskebank.com","1871.0","financial services","10001+","copenhagen, hovedstaden, denmark","denmark","linkedin.com/company/danskebank","9533","22372"
"6010053","sutter health","sutterhealth.org","","hospital & health care","10001+","sacramento, california, united states","united states","linkedin.com/company/sutter-health","9531","15745"
"3861269","oasis tours india pvt. ltd.","","","leisure, travel & tourism","10001+","","","linkedin.com/company/oasis-tours-india-pvt.-ltd.","9525","9639"
"462766","kpmg uk","","1987.0","accounting","10001+","london, greater london, united kingdom","united kingdom","linkedin.com/company/kpmg-advisory","9496","28978"
"7091296","miami-dade county public schools","dadeschools.net","1885.0","education management","10001+","miami, florida, united states","united states","linkedin.com/company/miami-dade-county-public-schools","9456","12935"
"7130588","citizens bank","citizensbank.com","1828.0","banking","10001+","providence, rhode island, united states","united states","linkedin.com/company/citizens-bank","9435","24792"
"5801219","bnp paribas fortis","bnpparibasfortis.com","","banking","10001+","brussels, brussels hoofdstedelijk gewest, belgium","belgium","linkedin.com/company/bnp-paribas-fortis-2","9421","21640"
